Energy;Price
20,94612642844928;1,37664
22,866312330058882;1,34077
22,866498231668483;1,36855
22,06668413327808;1,16234
22,866870034887683;1,17143
23,34705859223456;1,18692
25,58724449384416;1,2703399999999998
24,78743039545376;1,23367
26,38715154303936;1,23257
28,75083257518268;1,22648
28,68068275534666;1,24816
30,233927746240276;1,2185899999999998
29,269329438803076;1,21959
30,813869975307636;1,24866
27,34704265781088;1,29322
25,74695501848064;1,29671
27,826920493895997;1,4036099999999998
28,626885969311356;1,54728
28,946909870946882;1,55467
29,586846133252163;1,48573
30,06675583818464;1,4512699999999998
26,70663898574432;1,44617
28,3065088546176;1,39852
28,78644511692288;1,28203
26,38643183823648;1,18415
25,5863362316944;1,1651500000000001
24,46605472354272;1,11387
22,06591396946688;1,0935799999999998
22,22583960882304;1,08918
22,225672297374402;1,10718
22,225353608900804;1,16825
21,90502695321536;1,1007799999999999
22,064859641766724;1,1638499999999998
18,524367093084603;1,20664
22,539350966140738;1,26791
21,199456544681663;1,26151
19,54022353815968;1,17285
21,976161994154218;1,16245
22,064803871283843;1,1633499999999999
21,424671084419842;1,23043
24,14457282214048;1,27151
23,98444534675104;1,3463800000000001
22,384463936912;1,40816
22,70465780573344;1,3317899999999998
21,5845436090304;1,21173
21,584461281174722;1,1505599999999998
22,86434708447168;1,09668
21,90437364184448;1,15016
22,8645701664032;1,2984
21,104410822166397;1,2826099999999998
21,904347084471677;1,2758099999999999
21,42428069103968;1,2640099999999999
21,744203674658557;1,2706099999999998
21,74411072385376;1,28421
24,14396200256608;1,2553199999999998
24,30377610095648;1,2585199999999999
22,22398324846432;1,31449
15,503617246471428;1,37407
17,107032129171216;1,27821
19,066261237728206;1,27981
19,401446780142592;1,2882
23,753267983113645;1,31519
19,98425413366688;1,38597
20,94445331396288;1,42565
22,54480387128384;1,42325
21,58497649420704;1,48573
21,584995084368;1,49972
22,38523675646048;1,47653
23,0255129531376;1,47063
22,70546514986656;1,44444
21,74536423184992;1,3563800000000001
21,425159740079362;1,18495
19,98506678927456;1,36709
22,22497118273248;1,36869
21,10501633026624;1,3355599999999999
21,744992428630717;1,20477
23,66497649420704;1,18365
24,94481183849568;1,3805999999999998
26,864652494258884;1,48448
27,18452767460672;1,5994599999999999
27,184426756590078;1,7290599999999998
24,729810614997806;1,71675
23,220419156099943;1,72315
25,072176167538263;1,69643
28,592305927108402;1,65
26,011671144599628;1,6070699999999998
25,74471092047904;1,6017599999999999
24,94460203525056;1,63469
25,744517051657603;1,66371
25,424596723776002;1,7278599999999997
25,74471092047904;1,6948299999999998
26,225194264663998;1,58895
29,90530580562976;1,5182
24,945497018713922;1,46576
24,78572010064544;1,4222299999999999
23,345844920297598;1,1923599999999999
24,1459644284752;1,3820899999999998
23,66593521536512;1,2843699999999998
21,585988330110723;1,16692
22,38602285469536;1,08401
21,906054723542717;1,10894
25,7461104940256;1,2673499999999998
26,706192821881277;1,43406
28,30626187105056;1,4382599999999999
30,38614501861024;1,43866
27,291825308096303;1,44227
27,55998386968496;1,4415699999999998
28,00639065620131;1,43145
27,063854496673486;1,42004
25,05318705477755;1,41944
25,106171575983037;1,4168299999999998
25,58609455960192;1,4212399999999998
28,30599895305984;1,4675
29,265937871102402;1,53178
27,1858980350432;1,48843
27,34612642844928;1,45168
28,146012231746244;1,42725
26,38592724815328;1,4407699999999999
30,06589006783136;1,41994
29,58596708421248;1,40592
27,665983018636158;1,3062799999999999
26,066012231746242;1,2975899999999998
28,146099871076483;1,29829
26,866097215339202;1,3474599999999999
27,98612908418656;1,4482899999999999
31,18609455960192;1,51695
30,06611580550016;1,56691
34,22614501861023;1,5842
35,66612111697472;1,87421
34,97167987216521;2,10636
33,46215585911227;2,1401399999999997
32,04394910965106;2,29464
32,52403563659285;2,23748
31,27548609645176;2,07478
31,6662300022032;2,14124
34,38611580550016;2,2883400000000003
34,38602551043264;2,43565
31,825927248153278;2,7088699999999997
33,10582367439936;2,69688
36,3058449202976;2,1870100000000003
39,185674953111686;2,16352
38,545563412145924;2,01572
38,38548108429024;1,6072899999999999
36,4654067236464;1,4458900000000001
35,02529518268064;1,39516
33,42529252694336;1,34974
31,825210199087675;1,2804
31,50515708434208;1,27558
32,62520488761312;1,27578
34,225194264664;1,32693
34,86513583844384;1,45777
31,34506413353728;1,58288
32,94493931388512;1,61966
31,75235578586061;1,6281999999999999
30,90108595136829;1,62689
30,850429480157302;1,66598
31,063105431739242;1,6740199999999998
28,71468727110965;1,6684
29,58554747772224;1,6829699999999999
32,30554747772224;1,8339
30,225526231824;2,01569
29,10550233018848;2,4162399999999997
28,945499674451202;2,46609
26,065523576086722;1,78567
28,78549170723936;1,66186
29,105489051502076;1,63624
27,50554747772224;1,59554
28,145669641637124;1,50369
24,62574134654368;1,53876
26,22577587112832;1,5135999999999998
23,34586351045856;1,49916
24,62594318257696;1,51019
24,46601488748352;1,5225199999999999
24,94608924812736;1,5216199999999998
24,626123772712;1,51841
24,30597505142432;1,5246300000000002
26,706049412068158;1,54488
27,931731202409328;1,5683399999999998
25,142303790331006;1,59772
25,251580041058222;1,5920999999999998
26,424013673460507;1,5948099999999998
25,51565908280923;1,5683399999999998
24,46643183823648;1,56954
24,14637075627904;1,59581
25,106338887431676;1,61646
25,906314985796158;1,56844
25,586288428423362;1,53656
24,62624062515232;1,45344
24,62625124810144;1,33283
25,106237969415037;1,31849
26,546216723516803;1,2840999999999998
24,94619813335584;1,2715699999999999
24,78623796941504;1,30418
22,7062432808896;1,20223
22,866243280889602;1,1674799999999999
23,02630170710976;1,13983
23,98636810054176;1,0768399999999998
23,186402625126398;1,04659
23,34645308413472;1,0671199999999998
23,34645042839744;1,06733
24,466455739872;1,16938
28,553999911620977;1,33653
26,102649035993327;1,4006199999999998
24,309239713327035;1,49667
23,314277280404003;1,53793
20,946322953008;1,5530499999999998
23,6663096743216;1,55516
21,106309674321597;1,58901
23,66637075627904;1,86141
23,98646370708384;2,2137399999999996
23,82659649394784;2,41384
25,196786175028084;2,0513
24,72208555934111;1,59341
23,112359922929805;1,5558599999999998
25,17666531869281;1,53352
24,190980754643487;1,49907
23,376703460484016;1,49396
22,896962031741825;1,43197
22,424612220883084;1,42025
23,06495555115533;1,44169
24,49777964187412;1,48104
24,985452947234478;1,57218
