time(UTC),T2m,RH,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20161128:2200,-1.17,57.2,0.0,-0.0,0.0,204.6,2.76,339.0,100867.0
20161128:2300,-1.31,57.15,0.0,-0.0,0.0,204.0,2.62,337.0,100936.0
20161129:0000,-1.44,57.7,0.0,-0.0,0.0,203.4,2.55,335.0,100985.0
20161129:0100,-1.71,58.75,0.0,-0.0,0.0,204.0,2.48,335.0,100995.0
20161129:0200,-1.79,60.35,0.0,-0.0,0.0,205.2,2.41,337.0,101024.0
20161129:0300,-1.82,62.25,0.0,-0.0,0.0,208.8,2.34,337.0,101053.0
20161129:0400,-1.85,64.4,0.0,-0.0,0.0,212.0,2.14,336.0,101083.0
20161129:0500,-2.05,67.2,0.0,-0.0,0.0,209.6,1.93,334.0,101063.0
20161129:0600,-2.19,69.2,0.0,-0.0,0.0,211.0,1.72,329.0,101073.0
20161129:0700,-2.47,73.45,0.0,-0.0,0.0,212.4,1.52,306.0,101073.0
20161129:0800,-2.65,75.7,0.0,0.0,0.0,221.6,1.38,292.0,101053.0
20161129:0900,-2.34,78.25,64.0,468.79,23.0,233.2,1.17,282.0,101044.0
20161129:1000,-1.33,74.0,16.0,0.0,16.0,237.4,0.97,272.0,101083.0
20161129:1100,-0.59,69.75,29.0,0.0,29.0,254.0,0.76,252.0,101004.0
20161129:1200,-0.47,69.7,62.0,128.39,47.0,252.4,0.9,242.0,100906.0
20161129:1300,-0.78,70.95,32.0,121.09,24.0,239.6,1.17,242.0,100867.0
20161129:1400,-1.54,71.6,0.0,-0.0,0.0,224.0,1.45,243.0,100789.0
20161129:1500,-2.06,71.3,0.0,-0.0,0.0,219.8,1.45,246.0,100749.0
20161129:1600,-2.26,70.8,0.0,-0.0,0.0,224.0,1.45,252.0,100710.0
20161129:1700,-2.1,69.9,0.0,-0.0,0.0,246.8,1.38,261.0,100651.0
20161129:1800,-1.94,65.2,0.0,-0.0,0.0,238.0,1.45,271.0,100612.0
20161129:1900,-1.68,63.3,0.0,-0.0,0.0,240.2,1.59,277.0,100602.0
20161129:2000,-1.6,62.45,0.0,-0.0,0.0,244.6,1.66,284.0,100592.0
20161129:2100,-1.32,62.25,0.0,-0.0,0.0,259.6,1.66,291.0,100592.0
20161129:2200,-1.17,62.7,0.0,-0.0,0.0,263.8,1.59,294.0,100602.0
20161129:2300,-1.05,61.85,0.0,-0.0,0.0,260.4,1.52,296.0,100612.0
20161130:0000,-1.46,68.15,0.0,-0.0,0.0,255.0,1.38,299.0,100563.0
20161130:0100,-2.0,71.6,0.0,-0.0,0.0,243.0,1.38,304.0,100553.0
20161130:0200,-2.28,74.05,0.0,-0.0,0.0,243.0,1.38,307.0,100524.0
20161130:0300,-2.39,77.55,0.0,-0.0,0.0,253.0,1.17,297.0,100494.0
20161130:0400,-2.38,79.25,0.0,-0.0,0.0,258.2,0.97,274.0,100435.0
20161130:0500,-2.31,79.2,0.0,-0.0,0.0,259.2,0.76,251.0,100376.0
20161130:0600,-2.51,80.4,0.0,-0.0,0.0,249.0,0.76,236.0,100327.0
20161130:0700,-2.9,84.95,0.0,-0.0,0.0,251.6,0.97,203.0,100259.0
20161130:0800,-2.87,83.2,0.0,0.0,0.0,250.0,1.17,184.0,100170.0
20161130:0900,-2.45,79.25,45.0,154.21,32.0,243.2,1.31,184.0,100082.0
20161130:1000,-1.79,74.4,95.0,464.45,37.0,229.8,1.52,190.0,100072.0
20161130:1100,-1.12,69.2,67.0,81.44,56.0,230.6,1.66,198.0,99964.0
20161130:1200,-1.02,67.05,66.0,175.15,46.0,239.4,1.79,202.0,99807.0
20161130:1300,-1.44,67.9,28.0,94.27,22.0,237.4,1.79,203.0,99660.0
20161130:1400,-2.12,70.5,0.0,-0.0,0.0,230.2,1.72,205.0,99523.0
20161130:1500,-2.6,73.15,0.0,-0.0,0.0,225.6,1.59,208.0,99454.0
20161130:1600,-1.06,70.9,0.0,-0.0,0.0,237.04,1.79,207.0,99326.0
20161130:1700,-1.4,72.87,0.0,-0.0,0.0,235.7,1.7,212.0,99248.0
20161130:1800,-1.75,74.84,0.0,-0.0,0.0,234.37,1.61,226.0,99150.0
20161130:1900,-2.09,76.81,0.0,-0.0,0.0,233.03,1.52,249.0,99111.0
20161130:2000,-2.44,78.78,0.0,-0.0,0.0,231.7,1.43,255.0,99061.0
20161130:2100,-2.78,80.75,0.0,-0.0,0.0,230.36,1.34,248.0,99032.0
20161130:2200,-3.13,82.72,0.0,-0.0,0.0,229.03,1.25,248.0,99012.0
20161130:2300,-3.48,84.69,0.0,-0.0,0.0,227.69,1.16,253.0,98993.0
20091201:0000,-3.82,86.66,0.0,-0.0,0.0,226.36,1.07,238.0,99689.0
20091201:0100,-4.17,88.63,0.0,-0.0,0.0,225.02,0.98,311.0,99719.0
20091201:0200,-4.51,90.59,0.0,-0.0,0.0,223.69,0.89,360.0,99709.0
20091201:0300,-4.86,92.56,0.0,-0.0,0.0,222.35,0.8,17.0,99729.0
20091201:0400,-5.2,94.53,0.0,-0.0,0.0,221.02,0.7,10.0,99729.0
20091201:0500,-5.55,96.5,0.0,-0.0,0.0,219.68,0.61,356.0,99719.0
20091201:0600,-5.9,98.47,0.0,-0.0,0.0,218.35,0.52,3.0,99758.0
20091201:0700,-6.24,100.0,0.0,-0.0,0.0,217.01,0.43,6.0,99797.0
20091201:0800,-7.43,94.9,0.0,0.0,0.0,242.6,0.69,2.0,99827.0
20091201:0900,-6.98,92.95,5.0,0.0,5.0,240.0,0.69,358.0,99856.0
20091201:1000,-5.97,89.3,13.0,0.0,13.0,251.6,0.62,355.0,99876.0
20091201:1100,-5.19,85.3,23.0,0.0,23.0,245.0,0.83,348.0,99866.0
20091201:1200,-4.96,83.2,11.0,0.0,11.0,223.2,1.03,344.0,99856.0
20091201:1300,-4.77,81.0,6.0,0.0,6.0,232.0,1.1,345.0,99866.0
20091201:1400,-5.3,83.35,0.0,-0.0,0.0,216.2,0.97,351.0,99846.0
20091201:1500,-6.33,88.95,0.0,-0.0,0.0,206.4,0.97,354.0,99846.0
20091201:1600,-7.25,90.1,0.0,-0.0,0.0,205.4,0.97,351.0,99866.0
20091201:1700,-7.54,90.1,0.0,-0.0,0.0,209.8,1.1,351.0,99837.0
20091201:1800,-7.44,89.45,0.0,-0.0,0.0,216.8,1.17,349.0,99837.0
20091201:1900,-7.42,86.3,0.0,-0.0,0.0,211.2,1.52,356.0,99837.0
20091201:2000,-7.22,83.8,0.0,-0.0,0.0,226.0,1.24,357.0,99817.0
20091201:2100,-7.32,82.65,0.0,-0.0,0.0,214.2,1.17,356.0,99837.0
20091201:2200,-7.67,83.5,0.0,-0.0,0.0,205.8,1.24,357.0,99856.0
20091201:2300,-7.82,83.25,0.0,-0.0,0.0,216.8,1.17,357.0,99827.0
20091202:0000,-8.35,84.7,0.0,-0.0,0.0,206.6,1.24,358.0,99827.0
20091202:0100,-9.01,85.0,0.0,-0.0,0.0,196.6,1.31,358.0,99797.0
20091202:0200,-9.26,84.85,0.0,-0.0,0.0,201.2,1.31,360.0,99768.0
20091202:0300,-9.49,84.25,0.0,-0.0,0.0,195.6,1.24,6.0,99758.0
20091202:0400,-9.44,83.25,0.0,-0.0,0.0,199.8,1.17,15.0,99699.0
20091202:0500,-9.15,82.0,0.0,-0.0,0.0,206.8,1.03,21.0,99680.0
20091202:0600,-9.2,81.8,0.0,-0.0,0.0,203.8,1.1,25.0,99680.0
20091202:0700,-9.2,78.9,0.0,-0.0,0.0,222.2,1.38,31.0,99699.0
20091202:0800,-7.71,69.15,0.0,0.0,0.0,256.4,1.03,35.0,99699.0
20091202:0900,-6.51,61.7,8.0,0.0,8.0,251.4,0.97,41.0,99709.0
20091202:1000,-5.17,56.2,53.0,60.1,46.0,245.0,0.83,51.0,99739.0
20091202:1100,-4.13,60.45,105.0,589.54,30.0,253.2,0.76,63.0,99729.0
20091202:1200,-3.42,60.65,27.0,0.0,27.0,252.8,1.03,72.0,99709.0
20091202:1300,-3.29,67.0,24.0,87.52,19.0,247.8,1.31,77.0,99699.0
20091202:1400,-3.72,77.0,0.0,-0.0,0.0,240.8,1.52,74.0,99670.0
20091202:1500,-4.07,85.85,0.0,-0.0,0.0,238.0,1.59,71.0,99640.0
20091202:1600,-4.34,91.25,0.0,-0.0,0.0,233.0,1.52,69.0,99631.0
20091202:1700,-4.28,92.8,0.0,-0.0,0.0,244.2,1.45,66.0,99640.0
20091202:1800,-3.98,92.9,0.0,-0.0,0.0,261.2,1.45,67.0,99660.0
20091202:1900,-4.21,93.4,0.0,-0.0,0.0,260.2,1.59,60.0,99660.0
20091202:2000,-3.88,93.85,0.0,-0.0,0.0,267.4,1.52,64.0,99670.0
20091202:2100,-3.4,93.45,0.0,-0.0,0.0,282.4,1.59,66.0,99680.0
20091202:2200,-3.21,92.9,0.0,-0.0,0.0,279.0,1.66,72.0,99699.0
20091202:2300,-2.89,91.9,0.0,-0.0,0.0,288.8,1.86,79.0,99699.0
20091203:0000,-2.83,92.2,0.0,-0.0,0.0,283.6,2.07,80.0,99660.0
20091203:0100,-2.76,91.6,0.0,-0.0,0.0,290.2,2.0,79.0,99650.0
20091203:0200,-2.72,91.05,0.0,-0.0,0.0,286.0,2.0,79.0,99660.0
20091203:0300,-2.52,89.7,0.0,-0.0,0.0,293.2,2.07,80.0,99640.0
20091203:0400,-2.43,90.4,0.0,-0.0,0.0,295.0,2.07,80.0,99631.0
20091203:0500,-2.23,90.95,0.0,-0.0,0.0,296.8,2.14,82.0,99621.0
20091203:0600,-1.97,91.55,0.0,-0.0,0.0,300.0,2.14,85.0,99660.0
20091203:0700,-1.39,91.95,0.0,-0.0,0.0,302.2,2.21,86.0,99660.0
20091203:0800,-1.15,92.2,0.0,0.0,0.0,303.2,2.21,89.0,99719.0
20091203:0900,-0.93,92.3,12.0,0.0,12.0,304.0,2.14,90.0,99758.0
20091203:1000,-0.68,92.1,10.0,0.0,10.0,305.0,2.07,91.0,99797.0
20091203:1100,-0.49,92.2,9.0,0.0,9.0,305.2,2.0,91.0,99797.0
20091203:1200,-0.35,92.5,12.0,0.0,12.0,305.4,1.86,91.0,99788.0
20091203:1300,-0.37,93.6,3.0,0.0,3.0,306.2,1.66,90.0,99827.0
20091203:1400,-0.47,94.95,0.0,-0.0,0.0,305.4,1.66,90.0,99837.0
20091203:1500,-0.49,95.65,0.0,-0.0,0.0,306.4,1.52,91.0,99846.0
20091203:1600,-0.47,96.05,0.0,-0.0,0.0,306.4,1.45,93.0,99876.0
20091203:1700,-0.46,96.55,0.0,-0.0,0.0,306.6,1.38,94.0,99896.0
20091203:1800,-0.42,96.85,0.0,-0.0,0.0,308.6,1.31,93.0,99915.0
20091203:1900,-0.25,96.45,0.0,-0.0,0.0,308.8,1.38,90.0,99935.0
20091203:2000,-0.25,96.6,0.0,-0.0,0.0,307.0,1.38,87.0,99974.0
20091203:2100,-0.2,96.5,0.0,-0.0,0.0,309.2,1.45,90.0,99984.0
20091203:2200,-0.22,96.75,0.0,-0.0,0.0,307.0,1.45,88.0,99994.0
20091203:2300,-0.31,97.2,0.0,-0.0,0.0,303.2,1.38,86.0,99974.0
20091204:0000,-0.23,96.8,0.0,-0.0,0.0,307.8,1.38,87.0,99954.0
20091204:0100,-0.38,97.4,0.0,-0.0,0.0,298.2,1.52,88.0,99925.0
20091204:0200,-0.23,96.3,0.0,-0.0,0.0,307.6,1.52,91.0,99915.0
20091204:0300,-0.23,95.85,0.0,-0.0,0.0,306.8,1.59,90.0,99886.0
20091204:0400,-0.27,95.15,0.0,-0.0,0.0,306.4,1.72,88.0,99846.0
20091204:0500,-0.38,94.55,0.0,-0.0,0.0,302.4,1.79,89.0,99807.0
20091204:0600,-0.48,93.9,0.0,-0.0,0.0,300.8,1.86,86.0,99788.0
20091204:0700,-0.25,92.5,0.0,-0.0,0.0,306.8,2.0,82.0,99758.0
20091204:0800,-0.19,92.55,0.0,0.0,0.0,305.6,2.14,76.0,99719.0
20091204:0900,-0.03,92.45,29.0,57.02,25.0,305.6,2.21,75.0,99680.0
20091204:1000,0.25,92.0,22.0,0.0,22.0,309.4,2.48,78.0,99601.0
20091204:1100,0.49,91.9,68.0,146.83,50.0,308.4,2.62,79.0,99523.0
20091204:1200,0.64,92.15,55.0,136.2,41.0,310.8,2.69,83.0,99493.0
20091204:1300,0.66,93.2,36.0,486.76,10.0,311.4,2.69,89.0,99425.0
20091204:1400,0.66,94.35,0.0,-0.0,0.0,312.2,2.62,96.0,99395.0
20091204:1500,0.68,95.35,0.0,-0.0,0.0,312.8,2.48,101.0,99375.0
20091204:1600,0.69,96.45,0.0,-0.0,0.0,313.6,2.28,106.0,99356.0
20091204:1700,0.67,97.55,0.0,-0.0,0.0,313.8,2.07,110.0,99326.0
20091204:1800,0.67,98.3,0.0,-0.0,0.0,314.0,1.93,114.0,99346.0
20091204:1900,0.69,98.25,0.0,-0.0,0.0,314.0,1.79,109.0,99326.0
20091204:2000,0.75,98.8,0.0,-0.0,0.0,315.8,1.59,110.0,99346.0
20091204:2100,0.75,99.45,0.0,-0.0,0.0,311.8,1.52,108.0,99375.0
20091204:2200,0.91,99.45,0.0,-0.0,0.0,316.4,1.45,106.0,99366.0
20091204:2300,1.01,99.45,0.0,-0.0,0.0,317.6,1.45,108.0,99375.0
20091205:0000,1.08,99.45,0.0,-0.0,0.0,318.2,1.66,115.0,99375.0
20091205:0100,1.16,99.5,0.0,-0.0,0.0,317.45,1.86,123.0,99375.0
20091205:0200,1.12,99.5,0.0,-0.0,0.0,319.0,1.93,128.0,99366.0
20091205:0300,0.97,99.45,0.0,-0.0,0.0,318.2,1.93,130.0,99346.0
20091205:0400,0.88,98.85,0.0,-0.0,0.0,315.4,1.93,132.0,99336.0
20091205:0500,0.81,98.7,0.0,-0.0,0.0,313.8,1.93,132.0,99317.0
20091205:0600,0.8,98.9,0.0,-0.0,0.0,315.0,1.86,131.0,99346.0
20091205:0700,1.28,99.45,0.0,-0.0,0.0,319.6,2.07,134.0,99366.0
20091205:0800,1.31,99.45,0.0,-0.0,0.0,318.8,2.14,131.0,99356.0
20091205:0900,1.43,99.0,4.0,0.0,4.0,319.4,2.34,129.0,99366.0
20091205:1000,1.51,98.4,10.0,0.0,10.0,318.6,2.55,129.0,99375.0
20091205:1100,1.52,97.9,14.0,0.0,14.0,318.8,2.69,128.0,99366.0
20091205:1200,1.38,97.6,8.0,0.0,8.0,317.6,2.76,127.0,99346.0
20091205:1300,1.08,98.1,7.0,0.0,7.0,316.4,2.76,123.0,99317.0
20091205:1400,0.82,98.0,0.0,-0.0,0.0,314.8,2.9,121.0,99287.0
20091205:1500,0.56,97.55,0.0,-0.0,0.0,310.4,3.03,121.0,99258.0
20091205:1600,0.27,97.1,0.0,-0.0,0.0,309.8,3.03,122.0,99258.0
20091205:1700,-0.08,96.9,0.0,-0.0,0.0,305.8,2.97,124.0,99228.0
20091205:1800,-0.46,96.55,0.0,-0.0,0.0,302.2,2.97,121.0,99179.0
20091205:1900,-0.35,96.55,0.0,-0.0,0.0,304.0,2.9,116.0,99160.0
20091205:2000,-0.45,96.25,0.0,-0.0,0.0,302.0,2.9,114.0,99101.0
20091205:2100,-0.49,95.9,0.0,-0.0,0.0,302.8,2.83,111.0,99081.0
20091205:2200,-0.44,95.65,0.0,-0.0,0.0,305.4,2.76,110.0,99022.0
20091205:2300,-0.31,95.45,0.0,-0.0,0.0,306.2,2.76,109.0,98993.0
20091206:0000,-0.15,95.5,0.0,-0.0,0.0,306.0,2.9,108.0,98944.0
20091206:0100,0.0,95.65,0.0,-0.0,0.0,307.8,2.83,110.0,98914.0
20091206:0200,0.15,95.95,0.0,-0.0,0.0,307.4,2.83,112.0,98875.0
20091206:0300,0.33,96.15,0.0,-0.0,0.0,309.6,2.97,113.0,98855.0
20091206:0400,0.51,96.25,0.0,-0.0,0.0,310.0,3.1,116.0,98826.0
20091206:0500,0.7,96.65,0.0,-0.0,0.0,312.8,3.1,118.0,98787.0
20091206:0600,0.83,97.1,0.0,-0.0,0.0,313.6,3.03,121.0,98777.0
20091206:0700,0.88,97.35,0.0,-0.0,0.0,314.4,2.83,120.0,98787.0
20091206:0800,0.88,98.3,0.0,-0.0,0.0,314.8,2.62,125.0,98806.0
20091206:0900,0.88,98.6,7.0,0.0,7.0,315.4,2.41,129.0,98855.0
20091206:1000,0.86,98.8,7.0,0.0,7.0,316.0,2.21,132.0,98904.0
20091206:1100,0.88,98.85,11.0,0.0,11.0,315.2,1.86,131.0,98924.0
20091206:1200,0.82,99.2,7.0,0.0,7.0,314.4,1.66,133.0,98963.0
20091206:1300,0.8,99.4,7.0,0.0,7.0,315.8,1.52,134.0,99022.0
20091206:1400,0.78,99.45,0.0,-0.0,0.0,317.4,1.31,133.0,99081.0
20091206:1500,0.84,99.45,0.0,-0.0,0.0,317.4,1.31,131.0,99091.0
20091206:1600,0.92,99.5,0.0,-0.0,0.0,316.8,1.24,135.0,99169.0
20091206:1700,1.0,99.45,0.0,-0.0,0.0,318.4,1.17,132.0,99209.0
20091206:1800,1.06,99.5,0.0,-0.0,0.0,318.4,1.17,124.0,99228.0
20091206:1900,1.11,99.5,0.0,-0.0,0.0,316.8,1.17,122.0,99277.0
20091206:2000,1.26,99.55,0.0,-0.0,0.0,320.4,1.31,123.0,99317.0
20091206:2100,1.37,99.5,0.0,-0.0,0.0,321.2,1.31,122.0,99346.0
20091206:2200,1.49,99.55,0.0,-0.0,0.0,322.0,1.45,120.0,99385.0
20091206:2300,1.59,99.55,0.0,-0.0,0.0,322.6,1.52,122.0,99395.0
20091207:0000,1.63,99.55,0.0,-0.0,0.0,322.4,1.52,126.0,99474.0
20091207:0100,1.76,99.5,0.0,-0.0,0.0,322.85,1.52,126.0,99503.0
20091207:0200,1.71,99.55,0.0,-0.0,0.0,322.8,1.45,124.0,99513.0
20091207:0300,1.61,99.5,0.0,-0.0,0.0,321.8,1.38,120.0,99542.0
20091207:0400,1.52,99.5,0.0,-0.0,0.0,321.6,1.31,117.0,99572.0
20091207:0500,1.44,99.5,0.0,-0.0,0.0,321.2,1.31,116.0,99621.0
20091207:0600,1.35,99.5,0.0,-0.0,0.0,320.4,1.24,115.0,99650.0
20091207:0700,1.47,99.6,0.0,-0.0,0.0,320.8,1.24,104.0,99709.0
20091207:0800,1.36,99.55,0.0,-0.0,0.0,317.0,1.24,110.0,99768.0
20091207:0900,1.41,99.6,41.0,396.63,16.0,320.8,1.17,116.0,99827.0
20091207:1000,1.28,99.7,54.0,114.47,42.0,316.0,1.03,117.0,99866.0
20091207:1100,1.51,99.65,63.0,137.25,47.0,318.8,1.24,121.0,99896.0
20091207:1200,1.52,99.6,61.0,266.76,35.0,320.4,1.24,122.0,99925.0
20091207:1300,1.25,99.7,3.0,0.0,3.0,318.8,0.9,108.0,99954.0
20091207:1400,1.21,99.7,0.0,-0.0,0.0,320.2,0.9,99.0,99984.0
20091207:1500,1.07,99.7,0.0,-0.0,0.0,319.0,0.9,94.0,100033.0
20091207:1600,0.96,99.65,0.0,-0.0,0.0,316.0,0.9,99.0,100062.0
20091207:1700,0.84,99.65,0.0,-0.0,0.0,314.2,0.9,105.0,100072.0
20091207:1800,0.72,99.75,0.0,-0.0,0.0,318.8,0.76,110.0,100121.0
20091207:1900,0.92,99.75,0.0,-0.0,0.0,317.8,0.76,112.0,100151.0
20091207:2000,0.92,99.8,0.0,-0.0,0.0,320.2,0.83,114.0,100180.0
20091207:2100,0.84,99.8,0.0,-0.0,0.0,320.8,0.9,125.0,100219.0
20091207:2200,0.9,99.8,0.0,-0.0,0.0,320.4,0.97,135.0,100239.0
20091207:2300,0.99,99.75,0.0,-0.0,0.0,318.8,1.1,140.0,100268.0
20091208:0000,1.05,99.65,0.0,-0.0,0.0,319.2,1.17,146.0,100278.0
20091208:0100,1.09,99.65,0.0,-0.0,0.0,319.05,1.17,152.0,100288.0
20091208:0200,1.17,99.55,0.0,-0.0,0.0,318.6,1.17,157.0,100308.0
20091208:0300,1.06,99.5,0.0,-0.0,0.0,316.4,1.17,157.0,100318.0
20091208:0400,0.92,99.5,0.0,-0.0,0.0,314.8,1.24,152.0,100337.0
20091208:0500,0.67,99.45,0.0,-0.0,0.0,312.6,1.38,159.0,100337.0
20091208:0600,0.54,99.45,0.0,-0.0,0.0,314.8,1.45,161.0,100386.0
20091208:0700,0.67,99.45,0.0,-0.0,0.0,313.2,1.24,150.0,100425.0
20091208:0800,0.57,99.4,0.0,-0.0,0.0,313.0,1.38,151.0,100445.0
20091208:0900,0.52,99.25,4.0,0.0,4.0,311.2,1.52,156.0,100465.0
20091208:1000,0.47,99.2,52.0,116.65,40.0,300.8,1.45,159.0,100465.0
20091208:1100,0.53,98.85,12.0,0.0,12.0,301.4,1.59,167.0,100465.0
20091208:1200,0.67,98.5,10.0,0.0,10.0,308.0,1.52,168.0,100494.0
20091208:1300,0.72,99.0,10.0,0.0,10.0,312.4,1.31,159.0,100465.0
20091208:1400,0.61,99.45,0.0,-0.0,0.0,310.0,1.31,151.0,100465.0
20091208:1500,0.59,99.45,0.0,-0.0,0.0,311.0,1.38,154.0,100475.0
20091208:1600,0.61,99.45,0.0,-0.0,0.0,312.4,1.45,157.0,100504.0
20091208:1700,0.57,99.45,0.0,-0.0,0.0,311.4,1.52,158.0,100504.0
20091208:1800,0.53,99.45,0.0,-0.0,0.0,311.4,1.52,156.0,100533.0
20091208:1900,0.78,99.45,0.0,-0.0,0.0,313.2,1.38,157.0,100524.0
20091208:2000,0.68,99.45,0.0,-0.0,0.0,308.8,1.38,156.0,100533.0
20091208:2100,0.62,99.4,0.0,-0.0,0.0,309.2,1.45,158.0,100543.0
20091208:2200,0.51,99.3,0.0,-0.0,0.0,305.8,1.45,156.0,100524.0
20091208:2300,0.46,99.25,0.0,-0.0,0.0,307.4,1.45,152.0,100524.0
20091209:0000,0.38,99.1,0.0,-0.0,0.0,305.2,1.52,150.0,100524.0
20091209:0100,0.12,99.05,0.0,-0.0,0.0,299.2,1.45,149.0,100514.0
20091209:0200,0.1,98.95,0.0,-0.0,0.0,305.0,1.45,149.0,100504.0
20091209:0300,0.13,98.75,0.0,-0.0,0.0,308.6,1.45,147.0,100494.0
20091209:0400,0.15,98.65,0.0,-0.0,0.0,309.4,1.38,147.0,100475.0
20091209:0500,0.14,98.65,0.0,-0.0,0.0,307.8,1.31,148.0,100475.0
20091209:0600,0.2,98.65,0.0,-0.0,0.0,311.4,1.24,146.0,100475.0
20091209:0700,0.28,99.35,0.0,-0.0,0.0,311.8,1.03,138.0,100475.0
20091209:0800,0.32,99.35,0.0,-0.0,0.0,311.0,0.97,132.0,100504.0
20091209:0900,0.38,99.15,4.0,0.0,4.0,312.0,1.03,133.0,100524.0
20091209:1000,0.46,98.85,15.0,0.0,15.0,311.4,0.97,135.0,100563.0
20091209:1100,0.52,98.7,22.0,0.0,22.0,312.8,0.83,135.0,100573.0
20091209:1200,0.53,98.8,6.0,0.0,6.0,311.8,0.76,128.0,100573.0
20091209:1300,0.45,99.15,3.0,0.0,3.0,312.8,0.62,126.0,100573.0
20091209:1400,0.32,99.5,0.0,-0.0,0.0,312.0,0.41,122.0,100612.0
20091209:1500,0.41,99.4,0.0,-0.0,0.0,309.4,0.28,106.0,100651.0
20091209:1600,0.47,99.25,0.0,-0.0,0.0,314.0,0.14,114.0,100700.0
20091209:1700,0.44,99.3,0.0,-0.0,0.0,313.2,0.07,90.0,100710.0
20091209:1800,0.31,99.3,0.0,-0.0,0.0,302.4,0.14,318.0,100759.0
20091209:1900,0.41,99.55,0.0,-0.0,0.0,316.2,0.55,327.0,100808.0
20091209:2000,0.13,99.5,0.0,-0.0,0.0,309.0,0.83,334.0,100867.0
20091209:2100,0.0,99.1,0.0,-0.0,0.0,302.8,1.1,339.0,100906.0
20091209:2200,-0.61,98.15,0.0,-0.0,0.0,280.0,1.38,342.0,100946.0
20091209:2300,-0.59,97.75,0.0,-0.0,0.0,286.6,1.38,349.0,100975.0
20091210:0000,-0.94,97.1,0.0,-0.0,0.0,273.8,1.45,353.0,100995.0
20091210:0100,-1.26,96.55,0.0,-0.0,0.0,269.6,1.45,353.0,101034.0
20091210:0200,-1.9,96.0,0.0,-0.0,0.0,261.0,1.52,352.0,101093.0
20091210:0300,-2.19,96.15,0.0,-0.0,0.0,274.2,1.31,353.0,101103.0
20091210:0400,-2.52,96.2,0.0,-0.0,0.0,277.8,1.31,354.0,101132.0
20091210:0500,-2.52,96.05,0.0,-0.0,0.0,278.4,1.31,357.0,101171.0
20091210:0600,-2.29,96.1,0.0,-0.0,0.0,284.2,1.17,1.0,101210.0
20091210:0700,-1.49,96.55,0.0,-0.0,0.0,293.2,1.24,359.0,101260.0
20091210:0800,-1.24,96.7,0.0,-0.0,0.0,297.6,1.17,353.0,101279.0
20091210:0900,-1.24,96.8,25.0,87.74,20.0,289.6,1.17,346.0,101328.0
20091210:1000,-0.78,97.15,56.0,171.15,39.0,289.2,0.97,339.0,101338.0
20091210:1100,-0.45,97.55,55.0,98.47,44.0,287.8,0.9,323.0,101309.0
20091210:1200,-0.17,98.05,22.0,0.0,22.0,298.0,0.97,314.0,101318.0
20091210:1300,-0.3,98.3,22.0,176.42,14.0,296.0,1.17,315.0,101309.0
20091210:1400,-0.3,97.6,0.0,-0.0,0.0,291.0,1.52,321.0,101309.0
20091210:1500,0.23,96.7,0.0,-0.0,0.0,296.2,1.72,332.0,101318.0
20091210:1600,0.23,95.95,0.0,-0.0,0.0,279.8,1.86,339.0,101348.0
20091210:1700,0.1,95.45,0.0,-0.0,0.0,270.0,1.93,342.0,101367.0
20091210:1800,0.03,95.1,0.0,-0.0,0.0,268.4,2.0,343.0,101407.0
20091210:1900,0.08,95.4,0.0,-0.0,0.0,263.0,2.0,348.0,101446.0
20091210:2000,0.05,95.55,0.0,-0.0,0.0,265.8,2.0,347.0,101495.0
20091210:2100,0.13,95.6,0.0,-0.0,0.0,272.0,2.0,346.0,101524.0
20091210:2200,0.19,95.65,0.0,-0.0,0.0,272.6,2.07,346.0,101505.0
20091210:2300,0.26,95.65,0.0,-0.0,0.0,272.2,2.07,349.0,101515.0
20091211:0000,0.33,95.5,0.0,-0.0,0.0,271.8,2.07,350.0,101554.0
20091211:0100,0.24,95.35,0.0,-0.0,0.0,260.2,2.14,350.0,101574.0
20091211:0200,0.12,95.25,0.0,-0.0,0.0,259.6,2.14,350.0,101613.0
20091211:0300,0.1,95.15,0.0,-0.0,0.0,265.0,2.07,351.0,101613.0
20091211:0400,0.14,95.05,0.0,-0.0,0.0,270.2,2.0,351.0,101623.0
20091211:0500,-0.25,95.0,0.0,-0.0,0.0,253.6,2.0,349.0,101613.0
20091211:0600,-0.82,94.7,0.0,-0.0,0.0,240.6,2.0,351.0,101623.0
20091211:0700,0.05,96.1,0.0,-0.0,0.0,266.6,2.14,344.0,101652.0
20091211:0800,0.05,95.8,0.0,-0.0,0.0,267.8,2.14,344.0,101681.0
20091211:0900,0.17,95.55,9.0,0.0,9.0,274.2,2.0,345.0,101701.0
20091211:1000,0.01,95.65,75.0,521.78,24.0,259.6,1.79,344.0,101652.0
20091211:1100,0.1,95.45,61.0,154.06,44.0,254.0,1.72,341.0,101613.0
20091211:1200,-0.07,95.65,72.0,607.55,16.0,248.2,1.72,338.0,101593.0
20091211:1300,-0.06,95.05,25.0,337.41,10.0,253.6,1.72,339.0,101564.0
20091211:1400,-0.83,94.75,0.0,-0.0,0.0,243.2,1.86,339.0,101574.0
20091211:1500,-1.67,94.15,0.0,-0.0,0.0,230.0,1.93,340.0,101544.0
20091211:1600,-1.95,93.25,0.0,-0.0,0.0,226.2,1.93,340.0,101534.0
