Dato;1;2;3;3B;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;Date;D�gnpris;;;;;;;
04.11.2021;912,88;900,16;897,00;;898,78;905,19;938,53;1021,96;1177,40;1224,84;1225,03;1190,02;1109,25;1064,86;1064,86;1062,89;1102,54;1191,70;1231,15;1156,00;1008,85;967,52;963,08;952,04;916,33;04.11.2021;1045,12;;;;;;;
05.11.2021;914,37;862,91;860,05;;857,68;856,98;867,35;937,77;989,72;1011,45;992,88;960,49;919,80;864,69;848,98;844,64;845,13;868,24;897,28;874,96;844,54;810,86;791,01;778,76;774,52;05.11.2021;878,13;;;;;;;
06.11.2021;778,69;770,27;762,04;;747,87;772,94;777,20;774,13;780,67;799,10;826,95;830,02;807,13;777,99;777,60;780,17;795,93;810,89;821,60;809,51;782,26;761,15;709,22;696,94;673,35;06.11.2021;775,98;;;;;;;
07.11.2021;693,93;639,46;524,60;;371,28;283,21;416,65;592,90;593,79;684,44;734,06;764,90;770,83;757,78;732,08;760,35;769,55;787,24;828,86;825,10;839,73;820,26;783,58;780,32;779,83;07.11.2021;688,95;;;;;;;
08.11.2021;769,25;764,11;762,83;;776,86;829,25;887,77;976,74;1133,91;1284,85;1291,57;1236,22;1164,65;1084,29;1123,63;1161,78;1261,13;2196,94;2778,28;2668,65;1220,11;1038,91;1003,62;948,66;866,22;08.11.2021;1217,93;;;;;;;
09.11.2021;873,30;838,39;818,31;;795,08;779,15;788,75;875,08;947,86;959,53;916,22;863,31;837,60;818,02;808,43;806,15;808,23;832,85;845,02;832,16;808,03;779,45;763,83;751,37;745,24;09.11.2021;828,81;;;;;;;
10.11.2021;787,50;775,11;765,28;;786,91;790,26;794,49;810,91;835,21;892,05;934,93;930,90;895,30;890,48;898,45;889,79;895,89;935,23;962,08;959,92;955,98;937,49;923,72;901,20;865,10;10.11.2021;875,59;;;;;;;
11.11.2021;886,49;871,48;865,76;;863,78;860,53;860,92;879,08;882,34;900,11;913,73;912,15;899,42;888,26;883,33;888,76;880,96;893,30;932,98;926,96;917,09;901,49;897,25;884,71;867,93;11.11.2021;889,95;;;;;;;
12.11.2021;906,48;895,62;890,34;;887,95;891,93;895,12;923,02;968,05;993,86;973,93;960,78;933,58;932,68;933,08;932,38;934,97;971,54;996,45;974,43;927,80;865,73;860,55;829,16;816,11;12.11.2021;920,65;;;;;;;
13.11.2021;813,08;810,69;808,90;;809,80;814,47;827,89;857,01;871,82;910,09;936,53;957,80;961,28;957,60;950,94;948,65;952,53;972,31;985,53;976,88;966,74;953,13;950,24;955,21;950,64;13.11.2021;912,49;;;;;;;
14.11.2021;973,31;961,39;957,81;;956,02;951,65;930,28;931,08;952,34;963,07;966,25;975,79;978,97;969,93;966,45;966,75;976,39;1021,30;1063,44;1025,28;993,38;966,55;966,25;936,74;923,53;14.11.2021;969,75;;;;;;;
15.11.2021;921,84;905,34;903,85;;904,65;912,30;928,79;975,40;999,05;1016,04;994,57;990,00;978,48;979,07;989,71;992,79;1000,83;1017,73;1057,08;1011,57;973,81;955,82;955,52;934,95;926,90;15.11.2021;967,75;;;;;;;
16.11.2021;954,86;938,02;930,49;;928,81;930,49;946,34;952,29;985,96;1008,25;987,25;986,16;981,11;976,45;975,46;968,73;979,03;981,70;993,19;977,54;940,99;934,56;931,68;919,30;889,49;16.11.2021;958,26;;;;;;;
17.11.2021;928,57;914,82;884,35;;867,14;867,84;873,28;892,17;930,25;950,33;949,83;942,12;925,50;901,07;887,92;882,57;889,70;909,97;929,26;898,30;867,34;847,07;838,95;831,83;825,21;17.11.2021;893,14;;;;;;;
18.11.2021;836,70;833,63;833,43;;838,18;847,78;858,07;901,31;989,57;1026,97;985,12;958,00;927,92;900,32;896,26;886,96;898,34;913,08;908,63;883,89;866,58;861,73;854,21;852,33;823,34;18.11.2021;890,93;;;;;;;
19.11.2021;775,58;737,62;691,91;;689,03;776,38;822,88;855,77;861,04;864,92;862,73;861,04;859,65;857,66;856,07;855,18;855,28;858,76;859,55;858,36;856,57;856,57;855,97;857,56;856,57;19.11.2021;830,94;;;;;;;
20.11.2021;890,08;887,77;887,06;;886,86;887,77;887,87;887,97;894,01;897,94;898,84;911,43;904,58;897,94;894,21;895,32;897,43;914,45;906,49;904,78;897,63;891,79;864,51;883,34;883,34;20.11.2021;893,89;;;;;;;
21.11.2021;834,95;817,79;801,84;;803,04;816,89;822,61;855,41;883,20;906,18;946,01;949,02;959,76;948,32;947,12;963,97;999,19;1056,17;1073,53;1041,73;1001,80;988,95;999,39;989,35;972,40;21.11.2021;932,44;;;;;;;
22.11.2021;1022,96;1019,25;1027,18;;1027,88;1045,14;1092,19;1774,14;2003,89;2278,39;2233,95;1304,09;1179,68;1159,41;1121,19;1115,97;1118,08;1127,41;1119,98;1090,29;1076,54;983,74;952,83;914,71;903,07;22.11.2021;1237,17;;;;;;;
23.11.2021;917,79;916,29;914,88;;918,09;924,52;949,41;1118,33;1170,83;1394,96;1361,03;1289,87;1231,65;1208,97;1204,15;1203,75;1206,56;1294,59;1263,17;1149,95;1097,86;978,62;957,34;940,78;924,82;23.11.2021;1105,76;;;;;;;
24.11.2021;951,91;939,31;936,08;;938,91;962,49;1017,42;1074,07;1157,93;1188,78;1193,01;1196,24;1188,98;1182,93;1178,70;1169,22;1181,92;1208,73;1208,94;1162,37;1138,18;1062,98;1026,40;1014,60;971,66;24.11.2021;1093,82;;;;;;;
25.11.2021;994,59;992,49;997,80;;1011,81;1029,23;1073,38;1125,04;1209,33;1271,80;1221,74;1196,41;1168,28;1149,56;1136,05;1142,86;1154,57;1181,60;1183,70;1184,20;1166,48;1147,86;1105,31;1059,66;1028,03;25.11.2021;1122,16;;;;;;;
26.11.2021;1044,36;1047,27;1074,04;;1097,28;1107,45;1159,37;1226,78;1308,29;1319,36;1274,98;1231,61;1201,53;1183,72;1185,63;1178,59;1184,62;1212,19;1214,11;1208,57;1179,19;1147,19;1136,83;1103,42;1063,88;26.11.2021;1170,43;;;;;;;
27.11.2021;1157,54;1164,26;1170,27;;1166,09;1181,77;1197,75;1192,35;1234,39;1336,37;1394,28;1430,72;1497,59;1421,36;1393,67;1383,09;1406,40;2035,80;2667,96;2463,08;2108,68;1554,08;1425,02;1299,63;1220,95;27.11.2021;1479,30;;;;;;;
28.11.2021;1810,58;1434,90;1419,03;;1394,35;1433,98;1730,08;1676,41;1626,02;1843,97;1982,75;2012,76;2079,64;2082,71;1965,85;1966,36;2033,45;2151,74;2430,32;2458,18;2331,08;1940,14;1873,77;1907,27;1476,59;28.11.2021;1877,58;;;;;;;
29.11.2021;1545,42;1504,75;1403,56;;1359,01;1425,99;1562,93;2015,63;2226,82;3260,13;3077,52;2652,06;2676,85;2845,84;3267,10;3401,88;3494,57;3572,82;4186,83;4070,38;3520,07;3074,96;2047,07;1883,71;1331,97;29.11.2021;2558,66;;;;;;;
30.11.2021;1217,14;1062,22;995,76;;994,02;992,38;1039,01;1147,81;1238,82;1256,20;1254,67;1254,16;1235,96;1233,40;1242,81;1240,76;1318,17;1398,54;1778,62;2265,87;2304,73;2130,89;1707,56;1445,58;1266,84;30.11.2021;1375,91;;;;;;;
01.12.2021;1309,21;1128,34;1035,13;;997,88;997,37;1143,16;1229,68;1285,45;1317,55;1308,59;1297,07;1243,06;1227,93;1229,17;1232,77;1234,21;1253,96;1252,42;1242,95;1229,78;1244,19;1252,32;1230,09;1193,16;01.12.2021;1213,14;;;;;;;
02.12.2021;1187,58;1148,29;1081,17;;1095,18;1115,96;1148,70;1351,20;1518,50;1988,07;1988,69;1946,22;2206,84;2154,56;2242,25;2495,09;2957,29;3178,93;3442,32;2966,30;2169,19;1663,19;1597,70;1416,59;1300,45;02.12.2021;1890,01;;;;;;;
03.12.2021;1452,26;1322,20;1251,67;;1181,96;1220,41;1344,10;1685,14;2314,88;2559,79;2167,13;1801,01;1596,51;1397,77;1402,81;1392,32;1431,90;1590,75;1617,38;1421,42;1339,68;1213,73;1238,30;1240,15;1153,58;03.12.2021;1514,04;;;;;;;
04.12.2021;1211,84;1225,64;1261,47;;1297,09;1321,29;1328,08;1337,66;1320,98;1371,12;1383,89;1497,97;1540,59;1510,11;1399,95;1396,14;1400,26;1440,51;1456,58;1475,73;1452,25;1371,53;1334,05;1294,31;1204,53;04.12.2021;1368,07;;;;;;;
05.12.2021;1148,95;1100,13;1098,68;;1096,93;1102,20;1129,09;1120,40;1101,89;1124,13;1225,79;1328,49;1330,05;1339,87;1340,28;1351,35;1384,55;1494,90;1748,40;1682,31;1660,80;1572,58;1493,66;1385,58;1340,28;05.12.2021;1320,89;;;;;;;
06.12.2021;1334,80;1312,57;1302,33;;1339,15;1412,99;1691,72;1473,81;1945,11;1984,00;3640,97;2410,94;1613,12;1538,55;1510,11;1556,03;1581,68;2350,75;1945,11;2047,82;1504,83;1468,64;1535,03;1393,45;1306,77;06.12.2021;1716,68;;;;;;;
07.12.2021;1301,74;1237,37;1185,27;;1182,28;1309,47;1336,30;1426,56;1913,15;2755,12;2794,21;2735,93;2186,83;1946,78;1896,23;1983,30;1897,88;1817,83;2642,26;1884,16;1535,70;1478,45;1441,00;1263,98;1139,58;07.12.2021;1762,14;;;;;;;
08.12.2021;1144,13;1091,65;1097,16;;1092,27;1069,54;1121,82;1196,92;1374,73;1399,49;1399,39;1408,26;1411,21;1426,40;1449,94;1463,49;1485,60;1516,58;1542,36;1453,40;1412,03;1387,47;1377,08;1328,57;1263,76;08.12.2021;1329,72;;;;;;;
09.12.2021;1183,42;1157,84;1152,98;;1158,34;1169,97;1266,96;1373,95;1381,13;1391,45;1387,81;1390,74;1383,56;1379,92;1380,12;1383,36;1384,17;1390,84;1390,23;1380,53;1369,70;1363,94;1369,30;1366,67;1303,06;09.12.2021;1327,50;;;;;;;
10.12.2021;1342,48;1319,85;1289,00;;1296,41;1327,36;1340,96;1362,37;1387,54;2496,41;2491,13;1805,94;1408,04;1408,14;1408,14;1462,33;1684,77;1461,01;1462,33;1449,84;1433,71;1423,16;1465,57;1390,28;1361,56;10.12.2021;1511,60;;;;;;;
11.12.2021;1370,79;1359,13;1356,30;;1353,87;1355,18;1363,69;1359,74;1367,14;1412,22;1590,52;1983,49;2023,10;1983,89;1426,91;1660,93;1728,60;2586,27;2761,43;1993,11;1422,15;1407,56;1377,78;1381,42;1317,09;11.12.2021;1622,60;;;;;;;
12.12.2021;1336,76;1220,20;1156,20;;1131,19;1115,79;1105,67;1108,30;1142,43;1198,63;1325,83;1345,57;1360,06;1361,37;1365,93;1384,77;1410,59;1660,42;1768,68;1660,42;1541,33;1418,89;1402,79;1381,53;1362,39;12.12.2021;1344,41;;;;;;;
13.12.2021;1336,46;1326,03;1286,64;;1251,39;1315,60;1359,75;1377,58;1394,49;1435,60;1428,82;1417,27;1413,53;1416,97;1416,46;1420,92;1418,79;1448,87;1420,82;1406,13;1381,32;1333,32;1331,19;1284,81;1317,42;13.12.2021;1372,51;;;;;;;
14.12.2021;1306,19;1266,94;1264,91;;1266,63;1276,78;1329,01;1396,76;2210,25;3042,50;3136,41;2840,57;3337,94;2946,25;2993,72;3077,79;3452,34;3665,83;1761,97;1722,72;1442,40;1377,28;1372,52;1255,48;1218,76;14.12.2021;2081,75;;;;;;;
15.12.2021;1270,24;1216,70;1193,42;;1189,83;1197,32;1211,58;1266,14;1333,52;1382,86;1379,06;1365,52;1362,34;1353,63;1353,22;1353,22;1373,93;1376,29;1374,45;1343,47;1328,40;1302,86;1321,73;1289,42;1269,22;15.12.2021;1308,68;;;;;;;
16.12.2021;1345,29;1340,77;1335,12;;1338,10;1353,30;1414,52;1510,57;1576,73;1678,01;1661,17;1658,39;1631,38;1602,72;1574,26;1576,83;1623,36;1710,06;1806,42;1798,00;1660,86;1607,44;1640,52;1540,77;1490,54;16.12.2021;1561,46;;;;;;;
17.12.2021;1624,33;1585,54;1557,48;;1545,73;1603,06;1640,44;1789,64;1828,74;1994,36;2026,16;2024,24;2026,06;1975,62;1944,22;2006,72;1967,72;2010,06;2019,28;2006,41;1888,30;1672,04;1669,51;1637,00;1619,78;17.12.2021;1819,27;;;;;;;
18.12.2021;1752,77;1700,84;1721,55;;1683,60;1646,46;1601,46;1589,63;1570,24;1632,07;1671,25;1700,74;1667,07;1619,42;1574,42;1571,77;1570,75;1608,71;1620,13;1582,08;1563,41;1542,59;1426,99;1293,54;1249,87;18.12.2021;1590,06;;;;;;;
19.12.2021;1317,69;1301,93;1293,75;;1290,99;1290,68;1294,98;1319,43;1308,58;1354,93;1425,31;1442,30;1429,81;1457,23;1484,45;1506,13;1562,10;1585,83;1746,14;1785,22;1777,34;1785,53;1779,80;1762,72;1743,58;19.12.2021;1501,94;;;;;;;
20.12.2021;1677,80;1601,99;1568,95;;1536,31;1654,78;1785,94;2311,89;3890,76;4292,72;4060,59;3701,60;3366,04;2868,12;3485,53;4009,95;4246,68;4361,57;4560,96;4614,67;4357,07;2656,35;3683,59;2504,32;2211,94;20.12.2021;3125,42;;;;;;;
21.12.2021;2384,72;2130,19;2073,04;;2052,63;2263,68;3081,24;2567,30;2746,71;5038,46;5078,87;4978,04;4741,88;4492,36;4544,31;4704,43;4990,18;5339,21;6124,93;5928,27;5137,04;4649,01;3957,18;3221,57;2673,53;21.12.2021;3954,12;;;;;;;
22.12.2021;2311,30;2163,88;2130,02;;2168,34;2301,06;2661,48;2545,40;2545,60;2846,82;4720,84;2833,94;2774,83;2685,51;2665,94;2610,39;2605,82;2774,02;2740,97;2641,21;2685,61;2557,06;2499,87;2294,97;2052,56;22.12.2021;2617,39;;;;;;;
23.12.2021;2277,56;2211,90;2189,28;;2172,08;2202,15;2201,04;2312,45;2541,10;2781,62;2928,92;2991,56;2827,67;2737,98;2734,16;2731,64;2975,98;3225,04;2855,62;2443,67;2267,50;2079,27;1990,59;1728,35;1647,51;23.12.2021;2460,61;;;;;;;
24.12.2021;1651,71;1616,33;1603,80;;1610,11;1624,55;1653,51;1662,83;1789,72;1993,07;2083,08;2096,41;2158,65;2145,62;2145,72;2188,41;2220,59;2282,32;2256,37;2229,40;2208,86;2205,15;2224,79;2210,66;2231,61;24.12.2021;2003,89;;;;;;;
25.12.2021;2135,56;2011,90;1911,38;;1607,40;1539,49;1540,69;1560,11;1581,65;1772,92;2012,10;2128,41;2209,92;2181,84;2163,43;2175,20;2203,48;2257,31;2386,91;2387,31;2196,03;2170,47;2157,59;2106,58;1981,91;25.12.2021;2015,82;;;;;;;
26.12.2021;1849,80;1631,35;1597,34;;1565,65;1538,38;1539,39;1572,19;1683,88;1810,86;1930,80;2061,80;2101,65;2062,11;2011,70;2007,27;2008,17;2031,62;2188,99;2173,59;2113,93;2023,47;1945,49;1860,97;1780,97;26.12.2021;1878,81;;;;;;;
27.12.2021;1755,11;1642,62;1638,40;;1579,53;1574,10;1565,55;1606,30;1679,15;1754,01;2012,10;2062,41;2062,61;2113,42;2015,52;1952,63;1928,08;1873,44;2062,71;2083,84;1972,66;1730,66;1596,94;1549,04;1507,89;27.12.2021;1804,95;;;;;;;
28.12.2021;1435,45;1415,84;1397,83;;1392,90;1395,82;1342,72;1391,30;1436,05;1468,54;1488,45;1517,82;1523,25;1522,85;1518,33;1517,72;1512,99;1518,43;1551,21;1554,33;1549,10;1485,44;1508,47;1476,08;1469,24;28.12.2021;1474,59;;;;;;;
29.12.2021;1402,23;1399,84;1393,84;;1390,24;1393,54;1405,23;1439,80;1773,15;1914,74;1967,90;1979,19;1983,09;1994,98;1991,09;1991,69;1936,53;1897,66;1931,63;1804,43;1635,06;1418,52;1397,84;1344,58;1289,52;29.12.2021;1669,85;;;;;;;
30.12.2021;1314,22;1229,54;1183,60;;1229,64;1230,34;1196,08;1293,15;1334,70;1413,59;1471,11;1492,58;1496,98;1481,30;1479,70;1478,10;1479,10;1475,80;1505,76;1499,67;1475,11;1458,03;1429,37;1377,14;1366,45;30.12.2021;1391,29;;;;;;;
31.12.2021;1394,21;1283,13;1148,20;;1133,13;1141,51;1126,54;1232,23;1243,01;1361,37;1405,78;1443,01;1446,80;1448,90;1449,40;1451,99;1459,08;1462,07;1469,46;1440,41;1410,57;1416,86;1402,19;1389,02;1380,23;31.12.2021;1355,80;;;;;;;
01.01.2022;1327,64;1291,77;1319,55;;1113,34;1122,43;1137,92;1221,34;1184,67;1183,57;1177,48;1199,16;1169,59;1170,59;1199,66;1244,22;1247,71;1354,61;1498,28;1505,67;1436,73;1402,27;1397,17;1349,52;1233,03;01.01.2022;1270,33;;;;;;;
02.01.2022;1135,15;1116,15;1064,87;;1044,58;1040,18;1058,18;1119,25;1051,78;1114,85;1157,64;1218,91;1212,51;1123,85;1113,45;1114,35;1181,43;1222,51;1297,38;1359,16;1282,79;1162,73;1101,56;1047,68;1101,16;02.01.2022;1143,42;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
