;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dato;1;2;3;3B;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;Date;Døgnpris;;;;;;;
23.06.2022;1556,75;1509,29;1504,67;;1365,95;1311,45;1501,83;1576,18;1600,96;1604,11;1602,53;1605,05;1605,68;1605,79;1611,56;1617,55;1615,34;1604,74;1603,90;1603,58;1603,58;1603,58;1601,80;1598,12;1575,76;23.06.2022;1566,24;;;;;;;
24.06.2022;1430,29;1345,59;1292,44;;1256,48;1231,53;1268,75;1437,21;1519,92;1538,05;1540,57;1542,46;1539,62;1537,53;1533,02;1530,82;1518,87;1603,05;1648,33;1606,93;1593,93;1569,82;1670,66;1596,02;1570,86;24.06.2022;1496,78;;;;;;;
25.06.2022;1585,62;1537,65;1499,90;;1484,99;1466,74;1469,34;1489,58;1511,16;1551,52;1588,54;1592,71;1592,71;1591,77;1590,10;1589,48;1588,44;1590,00;1587,60;1586,66;1585,52;1585,62;1587,18;1557,15;1531,91;25.06.2022;1555,91;;;;;;;
26.06.2022;1536,71;1532,24;1529,12;;1501,35;1472,65;1459,44;1520,17;1532,03;1527,97;1239,39;1054,08;987,94;863,35;832,15;856,59;1441,45;1548,04;1559,69;1587,56;1610,54;1576,74;1563,75;1552,51;1537,64;26.06.2022;1392,63;;;;;;;
27.06.2022;1551,99;1540,56;1535,36;;1533,90;1532,44;1534,32;1554,07;1660,36;1800,85;1808,03;1821,54;1797,94;1791,49;1724,73;1701,33;1655,78;1656,40;1630,30;1574,35;1569,67;1755,61;1651,52;1560,52;1560,11;27.06.2022;1645,97;;;;;;;
28.06.2022;1476,28;1465,56;1416,44;;1396,35;1392,50;1416,65;1541,73;1601,99;1628,21;1652,67;1663,60;1664,01;1664,84;1697,11;1684,41;1626,76;1602,20;1601,78;1577,53;1566,19;1580,45;1583,36;1542,57;1495,01;28.06.2022;1564,09;;;;;;;
29.06.2022;1484,54;1464,04;1448,31;;1438,48;1427,40;1407,83;1538,89;1622,53;1681,33;1826,46;1968,17;1660,62;1636,92;1667,87;1635,36;1627,19;1619,53;1619,53;1617,87;1608,66;1614,76;1623,46;1608,04;1532,16;29.06.2022;1599,16;;;;;;;
30.06.2022;1562,77;1556,16;1552,44;;1550,48;1545,22;1558,33;1708,74;1722,58;1755,51;2034,04;1969,41;1762,63;1756,44;1733,52;1745,91;1734,76;1734,14;1730,63;1717,52;1713,28;1708,64;1709,67;1680,56;1635,76;30.06.2022;1703,30;;;;;;;
01.07.2022;1636,58;1610,63;1606,18;;1603,60;1586,84;1587,15;1674,74;1858,40;1910,00;1893,87;1882,70;1893,66;1852,09;1858,30;1860,26;1701,84;1853,54;1854,47;1798,22;1746,72;1696,56;1673,40;1642,06;1611,56;01.07.2022;1745,56;;;;;;;
02.07.2022;1677,87;1663,55;1642,69;;1637,29;1633,56;1633,25;1636,57;1642,17;1639,47;1638,23;1569,94;1346,70;1245,09;1255,99;1399,84;1544,82;1634,59;1636,15;1643,52;1638,95;1635,74;1633,76;1635,43;1633,66;02.07.2022;1579,12;;;;;;;
03.07.2022;1651,40;1623,58;1606,42;;1600,52;1596,80;1595,35;1601,76;1604,14;1612,41;1598,25;1494,23;1115,06;993,36;731,55;804,04;1370,15;1643,12;1661,22;1666,49;1668,56;1687,69;1684,07;1668,97;1661,22;03.07.2022;1497,52;;;;;;;
04.07.2022;1645,91;1636,40;1631,96;;1630,61;1629,47;1636,30;1647,67;1640,33;1661,63;1670,21;1678,59;1674,97;1684,69;1683,97;1672,80;1665,46;1638,68;1682,41;1683,24;1671,25;1639,50;1634,23;1619,44;1597,94;04.07.2022;1652,40;;;;;;;
05.07.2022;1695,30;1689,63;1684,27;;1680,86;1676,74;1688,39;1668,59;1505,78;1684,27;1665,71;1691,17;1685,50;1683,03;1686,95;1690,97;1672,41;1679,93;1678,59;1672,61;1691,69;1673,64;1669,83;1654,57;1510,31;05.07.2022;1665,86;;;;;;;
06.07.2022;1678,25;1481,47;1435,99;;1415,57;1399,55;1410,13;1616,46;1707,51;1756,27;1756,37;1775,67;1758,12;1736,76;1726,81;1714,69;1675,38;1750,11;1763,45;1758,01;1767,66;1758,94;1755,04;1733,89;1722,08;06.07.2022;1668,92;;;;;;;
07.07.2022;1647,24;1635,81;1579,90;;1447,71;1440,60;1556,02;1693,47;1718,80;1740,93;1737,23;1738,05;1739,18;1727,14;1716,12;1705,21;1637,77;1596,07;1726,72;1724,36;1721,16;1715,40;1704,69;1658,05;1637,66;07.07.2022;1664,39;;;;;;;
08.07.2022;1625,79;1576,66;1560,29;;1551,33;1498,90;1554,52;1622,91;1719,73;1748,46;1748,87;1751,65;1746,71;1742,69;1684,81;1628,88;1641,24;1710,87;1739,50;1742,59;1726,52;1648,76;1677,19;1647,73;1647,32;08.07.2022;1664,33;;;;;;;
09.07.2022;1659,52;1632,13;1620,54;;1591,50;1498,04;1395,96;1353,80;1497,53;1537,85;1469,42;1103,88;1095,88;990,32;787,18;232,27;126,39;169,69;531,94;923,53;974,41;1034,74;971,03;1159,90;819,60;09.07.2022;1090,71;;;;;;;
10.07.2022;794,38;508,03;515,34;;323,34;652,13;603,31;697,04;431,49;378,55;309,12;309,84;512,66;236,19;245,36;245,26;811,79;1293,76;1529,95;1543,55;1659,84;1678,69;1652,63;1652,53;1648,00;10.07.2022;843,03;;;;;;;
11.07.2022;1559,41;1547,26;1540,56;;1537,68;1537,57;1547,98;1624,30;1775,83;1956,50;1990,70;1956,09;1930,54;1923,74;1892,43;1854,11;1853,80;1906,13;1940,64;1924,77;1918,39;1879,45;1861,32;1833,41;1774,90;11.07.2022;1794,48;;;;;;;
12.07.2022;1922,46;1908,05;1874,80;;1841,45;1807,78;1869,86;1916,38;1945,72;1948,19;1932,85;1938,10;1929,05;1921,43;1916,18;1916,28;1911,96;1913,50;1794,81;1839,90;1853,28;1921,94;1836,20;1752,51;1722,35;12.07.2022;1880,63;;;;;;;
13.07.2022;1822,31;1808,74;1801,54;;1778,82;1799,59;1809,05;1838,76;1932,74;1939,32;1942,00;1932,02;1903,13;1830,95;1809,66;1759,08;1560,42;1562,48;1598,26;1801,95;1827,25;1864,67;1812,44;1810,07;1807,40;13.07.2022;1806,36;;;;;;;
14.07.2022;1711,77;1692,08;1685,51;;1680,90;1677,41;1682,44;1705,20;1733,51;1710,95;1743,15;1763,15;1790,12;1802,32;1800,27;1721,20;1692,08;1681,51;1689,82;1709,41;1723,66;1752,79;1726,23;1724,38;1699,87;14.07.2022;1720,82;;;;;;;
15.07.2022;1548,47;1402,50;1395,74;;1396,15;1425,67;1424,54;1744,26;1714,84;1708,18;1713,10;1661,33;1661,43;1690,44;1706,43;1703,46;1705,10;1711,15;1708,07;1711,46;1699,16;1695,26;1687,06;1643,70;1620,12;15.07.2022;1628,23;;;;;;;
16.07.2022;1700,26;1687,32;1676,53;;1670,37;1589,51;1540,82;1558,38;1643,96;1420,41;556,51;376,73;306,56;110,95;20,24;19,83;17,77;10,89;566,58;1693,07;1734,37;1728,51;1719,37;1716,90;1715,47;16.07.2022;1115,89;;;;;;;
17.07.2022;1645,87;1636,21;1624,70;;1614,73;1624,90;1628,60;1661,50;1665,72;1661,19;1617,60;1331,50;1231,58;953,39;906,72;1249,36;1566,10;1653,79;1654,61;1659,34;1647,62;1645,57;1641,56;1594,27;1616,06;17.07.2022;1530,52;;;;;;;
18.07.2022;1629,94;1617,19;1609,89;;1606,50;1604,14;1614,21;1652,25;1653,28;1641,87;1647,01;1649,47;1648,44;1634,46;1645,77;1650,19;1650,71;1647,21;1645,67;1645,36;1645,05;1645,46;1645,77;1622,95;1618,22;18.07.2022;1636,29;;;;;;;
19.07.2022;1607,46;1606,53;1608,07;;1600,69;1594,12;1597,92;1660,91;1669,53;1706,57;1705,65;1699,80;1687,59;1675,59;1668,92;1661,43;1650,24;1660,91;1677,84;1684,72;1680,72;1670,25;1650,45;1619,36;1571,85;19.07.2022;1650,71;;;;;;;
20.07.2022;1634,40;1633,28;1630,63;;1622,69;1606,90;1568,19;1631,34;1638,07;1683,70;1691,55;1684,21;1688,69;1694,50;1699,19;1694,70;1691,14;1690,93;1675,35;1668,63;1661,29;1670,56;1662,72;1653,45;1634,91;20.07.2022;1658,79;;;;;;;
21.07.2022;1643,21;1645,64;1646,15;;1644,53;1641,99;1648,79;1718,60;1784,75;2231,50;2223,99;2225,81;2229,16;2369,89;2362,89;2089,34;1900,42;1888,04;1901,43;2019,64;2019,13;1900,93;1914,32;1812,04;1668,37;21.07.2022;1922,11;;;;;;;
22.07.2022;1685,95;1675,17;1667,24;;1664,09;1661,34;1667,44;1672,94;1679,14;1741,08;1844,73;2024,24;2024,65;2014,89;1949,18;1823,57;1823,57;1776,48;1905,85;1905,85;1723,69;1682,60;1670,70;1663,48;1664,49;22.07.2022;1775,52;;;;;;;
23.07.2022;1715,47;1706,02;1702,88;;1688,55;1673,73;1686,93;1670,07;1650,06;1663,77;1698,31;1709,78;1711,20;1712,83;1704,70;1700,03;1687,64;1660,52;1670,78;1709,88;1713,84;1710,90;1686,73;1675,55;1674,94;23.07.2022;1691,05;;;;;;;
24.07.2022;1758,90;1753,43;1751,70;;1750,59;1733,65;1740,95;1726,04;1723,50;1708,19;1655,74;1524,59;1018,12;727,50;612,17;508,09;894,06;1527,02;1742,78;1717,42;1717,72;1711,94;1705,45;1704,53;1697,23;24.07.2022;1504,64;;;;;;;
25.07.2022;1737,50;1735,98;1729,99;;1723,40;1706,87;1579,26;1650,27;1803,54;1768,54;1767,02;1764,18;1764,28;1757,18;1725,23;1719,24;1714,98;1712,14;1709,81;1713,66;1710,52;1705,75;1713,56;1712,55;1706,87;25.07.2022;1722,18;;;;;;;
26.07.2022;1639,12;1676,61;1659,88;;1644,76;1639,22;1582,99;1761,66;1796,03;1786,86;1783,13;1785,14;1658,57;1319,06;1270,78;1232,89;1198,43;1221,81;1281,87;1378,51;1538,44;1764,69;1510,63;1507,51;1360,07;26.07.2022;1541,61;;;;;;;
27.07.2022;1540,84;1396,80;1374,69;;1376,59;1398,30;1358,98;1730,79;1692,08;1730,49;1731,09;1731,89;1899,94;1899,74;1900,54;1900,54;1899,94;1899,74;1902,84;1911,14;1908,34;1751,00;1816,71;1732,19;1731,19;27.07.2022;1717,35;;;;;;;
28.07.2022;2015,53;2013,33;1986,54;;1959,44;1889,31;1947,39;2035,35;2022,80;1992,91;2057,86;2091,24;2091,84;2091,74;1964,42;2034,75;1993,31;2049,50;2136,76;2201,32;2201,22;2140,95;2120,23;2064,64;2020,91;28.07.2022;2046,80;;;;;;;
29.07.2022;2076,50;2055,76;2053,59;;2051,02;2048,65;2050,92;2048,94;2106,44;2145,06;2134,79;2122,64;2114,63;2117,01;2097,64;2106,63;2101,10;2103,97;2134,19;2168,77;2127,08;2078,38;2051,41;2049,83;2050,53;29.07.2022;2091,48;;;;;;;
30.07.2022;2109,73;2103,20;2099,54;;2097,56;2085,30;2077,78;2078,67;2072,24;2098,55;2102,60;2106,46;2107,35;2105,67;2103,59;2101,81;2101,12;2102,51;2104,38;2114,37;2110,32;2099,84;2099,04;2098,75;2100,73;30.07.2022;2099,21;;;;;;;
31.07.2022;2139,17;2136,70;2132,93;;2130,86;2128,58;2121,16;2097,50;2097,31;2128,18;2128,98;2137,69;2141,05;2142,93;2143,23;2088,70;2143,23;2139,27;2138,97;2150,65;2157,48;2141,35;2139,76;2138,58;2138,58;31.07.2022;2132,62;;;;;;;
01.08.2022;2186,28;2166,98;2162,33;;2160,15;2158,86;2166,58;2176,18;2164,01;2203,20;2249,81;2299,20;2256,25;2254,96;2240,12;2211,91;2162,43;2164,60;2227,45;2209,83;2187,66;2186,67;2186,77;2185,49;2172,13;01.08.2022;2197,49;;;;;;;
02.08.2022;2481,08;2301,38;2272,72;;2266,19;2263,82;2290,31;2471,30;2360,49;2619,46;2707,53;2668,88;2403,69;2249,59;2155,88;1900,18;1958,59;2195,13;2300,99;2471,89;2361,18;2330,84;2343,49;2301,78;2253,94;02.08.2022;2330,43;;;;;;;
03.08.2022;2461,95;2460,86;2460,76;;2443,00;2398,64;2386,84;2391,60;2374,14;2738,29;2666,95;2339,21;1834,26;2072,30;1831,58;2202,87;2345,46;2350,32;2361,34;2373,94;2369,17;2367,59;2420,57;2407,97;2371,06;03.08.2022;2351,28;;;;;;;
04.08.2022;2328,94;2301,33;2295,79;;2292,92;2291,74;2303,61;2340,31;2398,00;2448,46;2472,70;2473,09;2472,79;2375,24;2332,80;2309,74;2369,70;2472,99;2473,39;2473,09;2475,96;2477,74;2473,29;2435,10;2349,52;04.08.2022;2393,26;;;;;;;
05.08.2022;2312,60;2273,94;2271,27;;2270,48;2270,87;2286,00;2335,83;2349,47;2361,54;2369,05;2388,82;2363,71;2366,58;2364,60;2362,92;2340,67;2348,39;2352,93;2350,76;2352,84;2349,67;2357,19;2356,20;2340,48;05.08.2022;2337,37;;;;;;;
06.08.2022;2283,93;2289,92;2266,95;;2253,77;2245,08;2242,88;2268,45;2270,44;2297,91;2277,83;2209,92;1859,38;1421,35;1421,85;1305,20;1395,88;1864,87;2297,21;2360,63;2359,83;2355,83;2348,54;2351,44;2337,56;06.08.2022;2107,78;;;;;;;
07.08.2022;2437,55;2326,09;2239,88;;2052,34;1993,38;2040,71;2038,42;2051,25;1613,53;1447,48;1037,90;1336,91;1924,87;2208,26;2175,34;1803,66;1715,65;2249,12;2476,53;2629,56;2783,19;2762,11;2741,83;2517,80;07.08.2022;2108,47;;;;;;;
08.08.2022;2437,36;2376,70;2364,77;;2350,35;2360,00;2379,58;2662,68;2907,78;3330,58;3082,69;2987,13;2958,69;2831,82;2803,97;2793,83;2813,22;2861,65;2862,14;2756,14;2734,67;2734,47;2870,79;2710,60;2442,23;08.08.2022;2725,58;;;;;;;
09.08.2022;2638,65;2595,63;2584,77;;2528,80;2540,05;2590,65;2594,93;2733,76;2938,83;3056,25;3014,22;2745,42;2698,11;2578,89;2595,83;2594,33;2718,33;2738,74;2725,50;2733,56;2617,04;2618,93;2610,17;2594,73;09.08.2022;2682,76;;;;;;;
10.08.2022;2529,86;2511,96;2509,08;;2508,19;2508,58;2504,91;2555,80;2636,40;2696,24;2832,21;2915,60;2831,71;2725,66;2519,82;2529,36;2618,32;2615,73;2616,92;2616,82;2609,37;2605,39;2614,34;2590,39;2555,60;10.08.2022;2614,93;;;;;;;
11.08.2022;2495,59;2469,22;2458,02;;2457,23;2457,03;2466,05;2540,49;2589,75;2585,89;2573,89;2575,97;2601,65;2597,98;2584,30;2626,63;2592,43;2586,09;2616,61;2599,96;2587,27;2554,66;2559,32;2543,86;2641,00;11.08.2022;2556,70;;;;;;;
12.08.2022;2601,40;2531,19;2498,78;;2486,80;2505,56;2552,69;2601,60;3084,05;3390,24;3477,83;3448,37;3160,35;2888,63;2847,10;2823,13;2552,89;2601,50;2582,15;2544,64;2585,59;2534,82;2592,96;2553,09;2435,05;12.08.2022;2745,02;;;;;;;
13.08.2022;2669,80;2545,58;2534,18;;2527,30;2526,22;2532,41;2497,62;2491,62;2486,31;2542,63;2596,78;2633,73;2490,44;2327,70;2480,12;2508,03;2531,52;2603,95;2610,54;2603,46;2549,90;2691,91;2590,39;2605,33;13.08.2022;2549,06;;;;;;;
14.08.2022;2651,46;2615,07;2599,63;;2584,68;2578,48;2589,00;2574,94;2458,87;2549,76;2458,97;2566,48;2454,94;2345,16;2342,02;2348,11;2362,18;2574,05;2696,81;2697,11;2679,30;2642,02;2629,14;2581,14;2637,20;14.08.2022;2550,69;;;;;;;
15.08.2022;2900,52;2777,66;2744,32;;2729,47;2730,45;2777,76;2760,94;2753,37;2808,06;2753,57;2722,09;2752,09;2739,70;2739,79;2799,89;2753,86;2757,01;2776,68;2778,25;2753,66;2754,06;2752,39;2750,61;2776,68;15.08.2022;2764,29;;;;;;;
16.08.2022;2906,95;2768,38;2727,49;;2697,47;2670,51;2717,91;2666,56;2726,01;3357,52;3436,23;3357,91;3357,52;3258,26;2991,00;3258,36;3110,21;3126,31;3456,28;3258,95;2962,85;2726,70;2961,96;4688,77;4581,81;16.08.2022;3157,16;;;;;;;
17.08.2022;2944,36;2847,64;2804,50;;2804,11;2749,84;2777,12;2755,45;2799,67;3200,04;3200,72;3460,44;3545,44;3200,72;3102,04;3011,03;3124,79;3003,45;3003,45;2950,56;2848,03;2804,20;2848,23;2848,03;2848,13;17.08.2022;2978,42;;;;;;;
18.08.2022;2908,57;2853,50;2844,32;;2832,97;2834,75;2893,07;3126,18;3306,68;3736,57;4440,82;3749,30;4194,29;4193,30;3648,54;3624,06;3552,52;3282,70;3351,78;3342,11;3332,04;3340,83;3416,62;3306,29;3258,52;18.08.2022;3390,43;;;;;;;
19.08.2022;3340,78;3282,95;3257,58;;3317,28;3319,74;3421,23;3539,25;3676,64;4383,27;3893,79;3777,65;3876,39;4191,30;4662,48;4403,73;3539,84;3894,29;3557,54;3540,04;3531,09;3531,58;3521,15;3483,98;3461,46;19.08.2022;3683,54;;;;;;;
20.08.2022;3650,36;3583,67;3529,70;;3516,10;3506,84;3526,35;3520,24;3575,01;3595,99;3703,25;3876,62;3833,18;3694,69;3543,88;3439,67;3411,79;3447,84;3560,33;3515,12;3503,10;3520,34;3644,84;3596,18;3613,72;20.08.2022;3579,53;;;;;;;
21.08.2022;3660,49;3630,01;3577,50;;3296,50;3083,72;3093,95;3487,05;3331,99;3349,39;3219,21;2582,57;1794,80;1918,29;1622,44;1708,96;3245,07;3598,94;3659,01;3667,67;3670,42;3672,19;3677,11;3681,24;3676,52;21.08.2022;3162,71;;;;;;;
22.08.2022;3636,60;3618,01;3609,46;;3604,15;3607,79;3627,35;3683,30;3980,14;4128,71;4115,43;3942,68;4027,63;4038,05;3934,32;3932,06;3932,06;3929,60;3926,75;3903,55;3913,48;4015,54;4227,52;3927,14;3825,97;22.08.2022;3878,64;;;;;;;
23.08.2022;3946,01;3881,44;3877,92;;3873,91;3876,45;3919,69;4287,11;4596,91;4890,27;4499,48;4577,83;4476,49;4476,78;4596,61;4479,03;4500,16;4531,56;4596,61;4531,17;4362,53;4377,69;4489,50;4352,94;4156,52;23.08.2022;4339,78;;;;;;;
24.08.2022;4194,30;4183,31;4148,09;;4134,76;4130,87;4184,28;4447,85;4585,33;4845,50;4719,41;4670,17;4650,23;4731,08;4670,86;4719,11;4378,19;4385,59;4401,54;4286,15;4217,56;4198,19;4451,94;4194,21;4163,17;24.08.2022;4403,82;;;;;;;
25.08.2022;4473,95;4462,88;4447,37;;4450,26;4451,51;4472,70;4718,96;4796,68;4788,49;4659,34;4622,36;4586,34;4588,17;4573,34;4568,91;4584,99;4573,63;4589,81;4549,65;4557,26;4776,84;4796,48;4526,73;4514,01;25.08.2022;4588,78;;;;;;;
26.08.2022;4628,24;4582,07;4550,99;;4531,56;4522,23;4545,70;4709,92;4809,59;5006,71;4964,19;4973,04;4809,59;4845,38;4843,84;4824,21;4803,24;4795,06;4794,68;4771,01;4760,14;4583,70;4498,27;4540,12;4512,03;26.08.2022;4716,90;;;;;;;
27.08.2022;4935,57;4864,40;4854,15;;4836,45;4835,00;4850,47;4878,13;4906,18;4976,67;5097,26;5167,95;5144,84;5144,65;4879,29;4846,80;4607,94;4854,54;5051,91;5103,74;5062,06;5028,12;5046,98;5017,10;4948,53;27.08.2022;4955,78;;;;;;;
28.08.2022;5521,12;4941,50;4703,43;;4190,27;4151,00;3994,60;4163,86;4306,33;4555,22;4264,53;3300,38;4872,02;4901,74;4901,74;4871,73;4580,84;3722,23;4800,40;4963,72;5527,07;5521,61;5558,64;5530,09;5467,53;28.08.2022;4721,32;;;;;;;
29.08.2022;5591,09;5148,77;5016,73;;4968,59;5014,20;5674,99;5845,92;5956,03;6224,50;6231,91;6181,92;5846,01;5518,69;5553,96;5457,78;5882,46;6172,17;6207,65;6171,30;6171,88;6227,52;6237,07;6221,58;6155,61;29.08.2022;5819,93;;;;;;;
30.08.2022;6474,99;6003,31;5718,93;;5718,44;5816,49;6441,16;6618,69;7279,53;7325,68;7035,73;6569,32;6335,29;5743,86;5770,15;5588,91;5993,82;6454,46;6793,68;7308,86;7820,33;7229,19;6672,75;6360,12;5788,83;30.08.2022;6452,61;;;;;;;
31.08.2022;5340,72;5258,66;5418,39;;5005,95;5427,08;5594,81;6293,54;6564,30;6866,69;6499,22;6342,03;6323,30;5579,39;5327,65;5004,29;5232,51;5621,84;6355,89;6523,52;6792,14;6577,38;6367,40;5634,62;5300,82;31.08.2022;5885,51;;;;;;;
01.09.2022;5015,63;4950,13;4949,94;;4905,78;5010,07;5684,37;5904,48;6435,09;6398,96;5952,61;5770,11;5345,98;5071,90;5033,99;5235,63;5526,49;5756,12;6151,77;6498,00;6737,16;6580,76;6275,71;5606,97;5071,20;01.09.2022;5661,20;;;;;;;
02.09.2022;4718,50;4332,41;4090,50;;3752,43;4061,36;4486,63;5333,74;5677,13;5846,71;5492,98;5147,68;4285,10;2927,83;2712,53;2731,12;3213,85;3966,42;4918,02;5525,12;5727,46;5450,18;4406,15;3558,84;2177,86;02.09.2022;4355,86;;;;;;;
03.09.2022;2382,12;2535,05;2716,05;;2587,09;2435,07;3018,39;2840,00;3821,93;4135,40;3935,14;4421,39;4536,61;4689,04;4564,29;4598,18;4310,28;3871,66;4146,83;4684,82;5314,78;5131,17;4431,22;3950,18;3308,70;03.09.2022;3848,56;;;;;;;
04.09.2022;2157,92;2101,44;2053,01;;2095,18;2258,56;2285,71;2161,60;2318,53;2150,17;1889,82;2982,81;2004,18;2485,99;4047,55;4043,87;3644,31;2485,29;4102,04;4420,66;5010,56;5005,99;4490,27;4188,46;3440,84;04.09.2022;3076,03;;;;;;;
05.09.2022;2757,47;2253,09;2175,82;;2282,23;2450,98;3763,94;4573,41;5036,81;5170,37;4762,55;4292,58;3858,21;4026,57;3987,58;2914,19;4026,77;4019,71;4843,40;5468,40;5797,26;5040,00;4178,12;3294,36;2308,88;05.09.2022;3886,78;;;;;;;
06.09.2022;2795,12;3054,71;2823,11;;2896,74;2936,43;3930,72;4620,37;5210,10;5401,41;4744,71;4414,37;3118,22;2613,04;2735,19;2866,47;3869,20;4722,38;4817,94;5258,52;5494,49;5410,25;5096,18;4661,95;4530,96;06.09.2022;4084,27;;;;;;;
07.09.2022;4217,63;3913,12;3743,75;;3730,19;3949,72;4022,63;4670,33;4983,95;5025,89;4946,95;4649,16;4455,65;4012,15;3977,52;4049,64;4083,57;4668,75;4994,93;5207,04;5441,30;5242,65;5021,64;4845,24;4341,19;07.09.2022;4508,11;;;;;;;
08.09.2022;4390,41;4050,56;3976,55;;3794,06;3767,34;4391,00;4598,23;4860,29;5044,67;4733,14;4656,15;4385,34;4261,76;4070,53;3972,67;4020,86;4131,92;4521,64;4672,04;4783,10;4840,82;4500,87;3916,84;3322,68;08.09.2022;4319,31;;;;;;;
09.09.2022;3100,40;2461,59;2118,71;;1994,48;2349,41;2886,16;3712,41;4190,86;4195,27;4045,46;3765,39;3415,99;3518,44;3028,75;3043,30;3013,70;3771,91;4037,73;4232,80;4544,28;4521,40;4083,39;3884,60;3887,91;09.09.2022;3491,85;;;;;;;
10.09.2022;3999,59;3697,56;3617,94;;3576,73;3576,93;3666,13;3926,25;4055,46;4226,38;4207,92;4416,66;4307,90;4118,52;3655,46;3593,49;3638,89;3940,82;4572,01;4411,27;4788,63;4787,53;4530,01;4489,20;4478,02;10.09.2022;4094,97;;;;;;;
11.09.2022;4345,61;3970,53;3970,43;;3807,07;3696,96;3805,07;3900,09;3961,63;4137,88;4146,38;4005,90;3918,67;3712,05;3448,17;2843,18;3062,40;3762,90;4260,08;4651,95;4933,81;5045,41;4845,28;4508,77;4036,87;11.09.2022;4032,38;;;;;;;
12.09.2022;3571,57;3657,89;3652,90;;3600,44;3636,31;4011,49;4545,34;4866,76;4898,14;4585,80;4176,25;3705,25;3622,62;3394,72;3474,25;3549,38;4072,84;4575,91;4903,03;4955,79;4868,36;4495,38;3751,41;3416,70;12.09.2022;4082,86;;;;;;;
13.09.2022;3491,80;3028,81;2899,18;;3030,01;3110,28;3089,24;3948,50;4442,20;4546,61;4451,67;4345,68;4420,46;3457,20;3348,10;3406,74;3549,93;3725,33;4146,14;4493,36;4688,00;4657,89;4254,33;3888,17;3332,75;13.09.2022;3823,02;;;;;;;
14.09.2022;3557,42;3195,85;3297,06;;3255,61;3370,33;3638,70;4138,01;4605,39;4789,28;4866,35;4785,37;4760,05;4608,69;4503,68;4220,90;4404,08;4472,35;4619,10;4668,75;4743,93;4741,53;4608,09;4199,68;3559,42;14.09.2022;4233,73;;;;;;;
15.09.2022;4067,44;3531,99;3300,74;;3147,18;2835,72;3811,54;3963,98;4301,72;4317,68;4332,23;4118,35;3885,69;3449,66;3153,85;3096,77;2719,23;3027,27;3648,58;4149,57;4228,37;4282,93;3972,47;3567,86;2649,12;15.09.2022;3648,33;;;;;;;
16.09.2022;1904,67;1707,78;2281,69;;1819,77;1487,33;2206,28;3693,61;4244,27;4184,74;4059,10;4081,04;4066,68;4111,86;4094,48;4093,17;4081,14;4042,63;2665,47;3272,63;3796,10;3650,86;2356,18;2767,66;2372,86;16.09.2022;3210,08;;;;;;;
17.09.2022;3916,60;3658,22;2475,58;;2459,44;2451,27;1991,90;866,76;2507,14;2355,17;3909,66;3964,81;3896,38;3905,16;2347,31;1874,45;1927,46;370,83;703,15;2400,21;2297,47;3436,70;3984,72;2508,57;2697,30;17.09.2022;2621,09;;;;;;;
18.09.2022;281,32;285,41;234,00;;286,54;358,84;323,51;252,34;634,63;788,14;718,09;2290,17;3634,18;853,27;2441,12;340,00;358,94;1633,01;863,82;1928,77;2133,99;2268,87;1931,43;1579,96;1197,16;18.09.2022;1150,73;;;;;;;
19.09.2022;885,94;1025,42;973,70;;917,79;1039,24;1842,95;3592,19;4083,76;4151,76;3751,85;3478,62;2489,76;2302,76;2425,55;2431,18;2276,55;2634,16;3699,01;4070,85;4386,68;4196,51;3906,08;3621,58;3129,20;19.09.2022;2804,71;;;;;;;
20.09.2022;2772,84;2749,54;2911,20;;2780,33;2755,18;3100,38;3684,22;4211,61;4383,95;4228,23;3894,13;3741,19;3751,66;3751,35;3730,61;3740,78;3796,82;4225,77;4665,30;4980,00;4926,53;4306,86;3984,66;3631,36;20.09.2022;3779,35;;;;;;;
21.09.2022;3464,88;3175,45;3168,46;;3168,77;3151,00;3685,60;4280,49;5019,48;5134,52;4386,69;3796,22;3409,01;3162,61;3203,80;3300,55;3595,22;3938,16;4177,58;4677,67;4849,70;4573,83;4138,55;3789,13;3694,95;21.09.2022;3872,60;;;;;;;
22.09.2022;3840,51;3588,57;3489,91;;3287,46;3386,84;3831,68;4205,98;4821,45;4877,09;3982,08;3607,36;3188,91;3118,68;2990,46;3275,86;3644,52;3805,19;4197,57;4199,11;4168,00;4151,98;3942,96;3900,46;3775,01;22.09.2022;3803,24;;;;;;;
23.09.2022;3497,67;3176,95;3101,04;;2981,09;3085,30;3534,76;3681,38;3943,45;4091,70;3827,08;3700,07;3578,59;3494,71;3372,82;3425,95;3487,56;3684,34;3724,39;3851,39;3943,14;3943,14;3784,47;3751,77;3587,48;23.09.2022;3593,76;;;;;;;
24.09.2022;3641,81;3549,51;3128,94;;3066,14;3056,79;3137,98;3517,34;3623,31;3691,56;3736,27;3684,26;3620,12;3500,28;3163,99;3171,49;3389,49;3563,49;3696,39;3897,22;4036,18;3938,74;3700,40;3561,13;3339,84;24.09.2022;3517,19;;;;;;;
